Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6862,63188,0,0,3.0,0,1,0,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0,satisfied
6865,100830,0,0,4.0,0,1,2,1,1,1,1,4,5,5,5,5,5,5,4,5,5,0,1,satisfied
6866,55271,1,0,7.0,0,1,7,5,5,5,5,4,5,4,5,5,5,5,3,5,3,2,2,satisfied
6867,23226,1,0,7.0,0,0,1,4,4,5,4,3,2,5,4,4,4,4,3,4,4,0,0,satisfied
6868,117104,0,0,2.0,0,0,1,5,2,2,2,5,5,3,5,4,5,4,4,2,5,0,0,satisfied
6870,31353,0,0,5.0,0,0,1,5,5,5,5,5,5,5,5,3,2,1,2,5,5,0,0,satisfied
6871,32287,0,0,8.0,0,1,0,0,3,1,3,5,2,4,3,3,3,3,4,3,5,0,1,satisfied
6873,103393,1,0,8.0,0,1,0,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,0,satisfied
6877,113143,0,0,5.0,0,1,8,3,3,3,3,3,4,4,5,5,5,5,4,5,4,3,3,satisfied
6878,23501,0,0,8.0,0,0,0,4,1,1,1,3,4,3,3,1,4,5,3,2,3,0,0,satisfied
6881,105010,0,0,8.0,0,1,0,3,2,3,3,3,4,4,5,5,5,5,3,5,3,0,0,satisfied
6882,2122,1,0,8.0,0,1,9,2,2,2,2,2,5,5,5,5,5,5,3,5,3,0,0,satisfied
6883,90617,0,0,6.0,0,1,1,1,1,3,1,4,5,4,2,2,2,2,4,2,3,1,2,satisfied
6884,29570,0,0,2.0,0,1,1,5,5,5,5,5,5,5,5,5,1,1,5,5,5,4,4,satisfied
6888,120891,1,1,3.0,0,1,2,0,0,0,2,2,0,2,2,4,3,4,5,5,2,0,2,satisfied
6890,85876,1,0,6.0,0,1,7,3,3,3,3,2,3,4,5,5,5,5,4,5,5,0,1,satisfied
6891,127480,1,0,,0,1,7,2,2,2,2,5,5,5,4,4,4,4,3,4,3,1,0,satisfied
6901,38920,0,0,3.0,0,0,0,5,1,3,3,5,5,5,5,2,3,4,2,5,5,3,2,satisfied
6905,49054,0,0,6.0,0,0,0,5,1,1,1,5,5,5,5,2,4,4,1,3,5,0,0,satisfied
6907,81210,1,0,8.0,0,1,5,5,5,5,5,4,5,5,4,4,4,4,3,4,5,4,4,satisfied
6909,99226,1,0,7.0,0,1,1,4,2,4,4,5,5,5,5,5,5,5,4,5,4,0,2,satisfied
6910,31818,0,0,8.0,0,1,8,3,3,3,3,4,4,4,5,2,3,4,4,4,4,0,0,satisfied
6911,49255,0,0,7.0,0,1,6,3,3,3,3,1,3,1,5,5,5,5,4,5,3,0,0,satisfied
6913,30638,0,0,2.0,0,1,8,2,2,2,2,5,5,5,5,4,3,3,4,2,5,4,4,satisfied
6916,23255,0,0,4.0,0,1,7,3,3,3,3,2,2,4,4,4,4,4,4,4,1,4,4,satisfied
6921,6134,1,0,7.0,0,1,8,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
6922,38012,1,0,2.0,0,1,8,3,3,5,3,5,4,5,5,5,5,3,1,3,5,2,0,satisfied
6923,92881,0,0,6.0,0,1,7,5,5,5,5,4,5,5,4,4,4,4,4,4,5,0,0,satisfied
6924,52917,0,0,1.0,0,0,1,5,1,1,1,5,5,5,5,5,1,2,1,3,5,0,0,satisfied
6925,107561,1,0,7.0,0,1,8,4,4,4,4,1,4,4,4,4,4,4,4,4,4,0,0,satisfied
6927,121020,0,0,1.0,1,0,2,4,3,4,3,4,4,4,4,2,4,5,1,4,4,0,0,satisfied
6929,80622,1,0,8.0,0,1,6,3,3,3,3,5,4,4,4,4,4,4,4,4,4,0,0,satisfied
6931,39648,0,0,1.0,1,2,3,4,4,4,3,1,4,1,1,5,2,3,3,4,1,0,0,satisfied
6932,49813,1,0,3.0,0,1,0,3,3,4,3,5,4,3,5,3,5,5,4,3,5,0,0,satisfied
6934,91891,1,0,6.0,0,1,7,5,5,5,5,5,3,5,5,5,5,5,5,5,3,3,3,satisfied
6946,100519,1,0,1.0,1,0,1,0,2,0,2,2,0,2,2,2,5,1,4,1,2,0,0,satisfied
6948,87435,0,0,4.0,0,1,8,2,2,2,2,3,4,4,4,4,4,4,3,4,3,3,3,satisfied
6950,43653,1,0,4.0,0,1,1,5,5,5,5,2,5,3,3,3,4,3,2,3,4,1,3,satisfied
6951,24861,0,0,5.0,0,0,0,4,2,1,2,4,4,4,4,4,2,5,2,1,4,0,1,satisfied
0,70172,0,0,1.0,1,2,1,3,4,3,1,5,3,5,5,4,3,4,4,5,5,3,3,neutral or dissatisfied
1,5047,0,1,2.0,0,1,0,3,2,3,3,1,3,1,1,1,5,3,1,4,1,0,1,neutral or dissatisfied
3,24026,1,0,2.0,0,1,1,2,5,5,5,2,2,2,2,2,5,3,1,4,2,2,2,neutral or dissatisfied
5,111157,1,0,2.0,1,0,3,3,4,2,1,1,2,1,1,3,4,4,4,4,1,0,0,neutral or dissatisfied
6,82113,0,0,7.0,1,0,4,2,4,2,3,2,2,2,2,3,3,4,3,5,2,2,3,neutral or dissatisfied
8,79485,1,0,6.0,0,1,2,1,2,2,2,4,3,3,1,1,2,1,4,1,2,0,0,neutral or dissatisfied
9,65725,0,1,2.0,0,0,3,3,3,3,4,2,3,3,2,2,3,4,4,3,2,0,0,neutral or dissatisfied
10,34991,1,1,2.0,0,0,3,4,5,5,4,2,5,2,2,3,3,5,3,5,2,0,0,neutral or dissatisfied
11,51412,1,0,1.0,1,2,0,2,4,2,2,1,2,1,1,1,2,5,5,5,1,0,0,neutral or dissatisfied
12,98628,0,0,8.0,0,0,2,1,4,4,4,1,1,1,1,1,1,3,4,4,1,3,1,neutral or dissatisfied
14,95789,1,0,2.0,1,0,1,3,2,3,2,2,3,2,2,4,3,2,2,1,2,4,4,neutral or dissatisfied
15,100580,0,1,1.0,0,0,1,2,1,2,3,4,2,1,4,2,1,4,1,3,4,0,0,neutral or dissatisfied
19,66246,0,0,5.0,1,0,1,2,3,3,2,5,3,5,5,1,2,4,3,2,5,3,3,neutral or dissatisfied
20,39076,0,0,1.0,0,0,3,2,4,2,4,2,2,1,2,1,5,3,4,3,2,0,1,neutral or dissatisfied
21,22434,1,0,1.0,1,0,0,3,1,3,3,5,3,5,5,2,5,3,3,4,5,0,0,neutral or dissatisfied
22,43510,1,0,6.0,1,0,2,3,5,3,5,5,4,5,3,3,3,5,3,3,4,4,3,neutral or dissatisfied
23,114090,1,0,8.0,1,0,7,4,5,4,5,4,3,4,4,4,4,4,2,4,2,0,0,neutral or dissatisfied
25,102956,0,0,8.0,1,0,2,4,4,4,1,5,4,5,5,3,2,4,4,5,5,3,3,neutral or dissatisfied
28,118319,1,0,4.0,0,1,8,3,1,1,1,1,2,1,3,3,3,3,2,3,2,3,2,neutral or dissatisfied
29,75460,0,0,2.0,1,0,7,3,2,3,3,3,3,1,3,2,4,3,4,2,3,3,0,neutral or dissatisfied
31,27809,1,1,1.0,0,0,3,2,2,2,3,5,2,5,5,3,1,4,2,4,5,1,0,neutral or dissatisfied
33,30089,1,0,8.0,1,0,3,4,5,4,1,2,4,5,5,5,4,3,5,5,5,3,3,neutral or dissatisfied
34,58779,0,1,5.0,0,1,3,3,3,3,4,1,3,1,1,4,1,3,1,4,1,2,0,neutral or dissatisfied
35,79659,1,0,5.0,0,0,0,1,4,4,4,1,1,1,1,3,5,3,3,3,1,0,0,neutral or dissatisfied
36,110293,1,1,4.0,0,1,2,3,4,4,3,5,4,2,5,5,4,5,4,5,5,0,0,neutral or dissatisfied
37,48014,0,0,5.0,1,2,1,4,3,4,2,2,4,2,2,5,1,4,3,4,2,3,3,neutral or dissatisfied
39,64685,0,1,6.0,0,1,0,1,1,1,2,1,1,1,1,3,3,4,4,4,1,0,0,neutral or dissatisfied
41,60373,1,1,2.0,0,1,5,3,5,3,4,3,3,3,3,4,4,5,5,5,3,2,3,neutral or dissatisfied
46,107794,1,0,2.0,1,1,0,2,4,2,1,4,2,4,4,4,5,4,4,5,4,0,0,neutral or dissatisfied
47,81983,1,0,1.0,0,1,5,1,1,1,1,1,1,1,1,3,5,3,1,4,1,0,0,neutral or dissatisfied
49,82042,0,0,2.0,1,0,5,2,2,2,3,5,2,5,5,2,3,3,1,3,5,0,0,neutral or dissatisfied
50,72127,0,0,2.0,0,0,2,2,1,1,1,2,2,2,2,3,3,2,3,3,2,2,1,neutral or dissatisfied
53,54886,0,0,4.0,1,0,2,2,3,2,4,4,2,4,4,4,4,3,4,1,4,0,0,neutral or dissatisfied
54,125918,1,0,8.0,1,0,2,2,2,2,3,1,3,4,4,4,2,4,4,4,4,2,2,neutral or dissatisfied
58,114501,1,1,5.0,0,1,0,3,3,3,3,4,3,4,4,1,1,4,2,3,4,4,3,neutral or dissatisfied
59,114813,0,1,2.0,0,0,1,2,4,2,1,4,2,4,4,4,2,4,5,5,4,1,0,neutral or dissatisfied
60,32167,0,1,5.0,0,1,0,2,2,2,3,3,2,3,3,2,1,4,2,4,3,0,0,neutral or dissatisfied
62,117052,0,1,2.0,0,0,1,2,1,2,2,4,2,3,4,4,4,3,2,2,4,2,0,neutral or dissatisfied
66,51058,0,0,5.0,1,0,0,2,4,2,3,4,2,4,4,3,2,4,4,5,4,0,0,neutral or dissatisfied
68,115534,0,0,7.0,0,0,0,2,1,1,1,2,2,2,2,3,2,2,2,3,2,3,2,neutral or dissatisfied
71,75930,0,0,3.0,0,2,0,3,2,2,2,3,3,3,3,2,5,1,1,2,3,4,4,neutral or dissatisfied
72,112142,0,1,5.0,0,1,2,2,2,2,4,5,2,5,5,5,4,4,5,5,5,0,0,neutral or dissatisfied
73,24518,0,0,8.0,1,2,1,1,4,1,2,2,1,2,2,4,4,5,5,5,2,0,4,neutral or dissatisfied
74,112524,0,0,7.0,1,0,2,3,5,3,2,1,3,1,1,4,4,5,3,4,1,0,0,neutral or dissatisfied
76,85018,0,0,8.0,0,1,3,2,4,4,4,1,4,3,2,2,2,2,1,2,4,0,1,neutral or dissatisfied
78,32564,1,1,7.0,0,0,0,4,0,4,4,4,4,4,4,5,2,1,4,4,4,0,0,neutral or dissatisfied
79,92242,1,1,6.0,0,1,6,2,1,1,2,3,2,4,3,3,5,3,4,5,3,0,0,neutral or dissatisfied
81,42267,1,1,2.0,0,0,2,4,4,4,3,3,4,3,3,2,3,2,3,3,3,0,0,neutral or dissatisfied
82,121358,1,1,6.0,0,1,6,3,3,3,4,5,3,5,5,3,2,4,2,4,5,0,1,neutral or dissatisfied
86,22031,1,0,8.0,1,2,1,3,5,3,2,3,4,5,5,5,3,5,4,5,5,0,0,neutral or dissatisfied
87,27921,0,0,6.0,1,0,1,3,5,3,4,5,3,2,5,4,4,5,3,5,5,0,0,neutral or dissatisfied
89,40017,0,1,1.0,0,0,1,2,2,2,3,3,2,3,3,3,1,3,1,4,3,0,0,neutral or dissatisfied
92,6012,0,0,3.0,0,1,6,4,1,1,1,4,4,4,4,2,2,3,4,2,4,4,4,neutral or dissatisfied
96,123589,1,0,5.0,1,0,6,4,5,4,5,5,4,5,5,2,2,3,3,1,5,2,3,neutral or dissatisfied
97,114534,0,0,2.0,1,1,0,3,1,3,2,3,3,3,3,2,1,3,1,3,3,0,0,neutral or dissatisfied
98,93076,1,0,1.0,1,2,0,1,5,1,3,5,1,5,5,5,1,1,3,4,5,4,4,neutral or dissatisfied
100,85494,1,0,1.0,1,0,0,2,5,2,1,3,2,4,3,5,4,5,4,4,3,4,4,neutral or dissatisfied
102,42357,1,0,3.0,1,0,2,2,5,2,2,5,2,1,5,4,2,4,3,5,5,0,0,neutral or dissatisfied
103,23040,1,1,2.0,0,2,3,3,3,3,3,3,3,3,3,4,1,3,3,3,3,0,0,neutral or dissatisfied
105,65045,1,0,1.0,1,0,1,3,4,3,3,4,3,4,4,1,1,4,2,1,4,1,0,neutral or dissatisfied
106,37373,0,1,1.0,0,0,2,1,1,1,3,1,1,1,1,4,3,4,2,1,1,0,0,neutral or dissatisfied
107,44405,1,0,4.0,1,0,0,4,3,4,3,5,4,5,5,2,5,2,1,4,5,0,3,neutral or dissatisfied
108,16653,1,1,2.0,0,0,1,2,0,2,4,1,2,1,1,3,2,5,1,3,1,0,0,neutral or dissatisfied
109,71655,1,0,2.0,1,0,3,3,5,2,2,4,2,4,4,5,4,5,3,5,4,0,0,neutral or dissatisfied
111,4585,0,0,4.0,0,1,8,4,2,2,2,1,3,4,4,4,4,4,4,4,1,3,2,neutral or dissatisfied
112,108347,0,0,3.0,0,1,6,1,5,4,5,1,1,1,1,1,1,2,4,3,1,0,0,neutral or dissatisfied
113,23400,0,0,2.0,1,0,1,2,3,2,3,5,2,5,5,5,2,3,2,4,5,4,4,neutral or dissatisfied
115,57513,0,0,1.0,1,0,0,2,4,2,1,1,2,1,1,3,3,4,4,4,1,0,2,neutral or dissatisfied
116,20979,0,0,8.0,1,0,1,2,5,2,3,3,2,3,3,1,1,2,2,2,3,0,0,neutral or dissatisfied
118,114684,1,1,2.0,0,0,0,4,4,4,3,3,4,5,3,5,4,4,4,4,3,3,3,neutral or dissatisfied
119,111667,1,0,7.0,0,1,8,4,3,3,3,4,3,4,4,4,4,4,4,4,4,1,0,neutral or dissatisfied
120,20101,0,1,2.0,0,0,1,3,0,3,3,1,3,1,1,3,5,2,3,3,1,0,2,neutral or dissatisfied
121,63212,0,0,2.0,0,0,0,4,1,1,1,4,4,4,4,1,3,2,3,2,4,1,0,neutral or dissatisfied
122,8256,0,0,1.0,1,0,0,1,5,1,3,3,1,3,3,4,2,4,5,5,3,0,0,neutral or dissatisfied
124,121196,0,0,8.0,1,0,7,4,5,4,3,4,1,1,5,3,5,4,1,4,1,1,3,neutral or dissatisfied
127,127516,1,0,8.0,0,2,1,1,4,4,4,2,3,4,2,2,1,2,2,2,4,2,3,neutral or dissatisfied
128,18012,0,0,2.0,1,0,1,3,5,3,2,3,3,3,3,4,5,4,5,5,3,0,0,neutral or dissatisfied
131,18311,1,0,2.0,1,0,1,4,0,4,3,3,4,1,3,3,2,5,4,5,3,2,1,neutral or dissatisfied
132,59891,1,0,2.0,0,1,8,3,1,1,1,3,2,3,3,3,3,3,1,3,3,0,0,neutral or dissatisfied
133,60651,0,0,3.0,0,1,6,3,2,4,2,3,3,3,3,2,2,2,3,4,3,0,0,neutral or dissatisfied
134,51013,1,0,6.0,1,0,0,2,0,2,2,2,3,5,1,1,2,1,2,1,5,0,0,neutral or dissatisfied
137,14187,0,0,2.0,0,1,8,3,3,3,3,3,3,3,3,4,2,2,2,2,3,0,0,neutral or dissatisfied
138,19669,0,0,8.0,0,1,8,1,1,1,1,1,3,3,1,1,1,1,1,1,1,0,0,neutral or dissatisfied
141,27562,0,0,1.0,1,0,2,4,5,4,5,1,4,1,1,3,4,4,5,4,1,0,0,neutral or dissatisfied
142,775,1,0,8.0,0,1,7,3,1,1,1,5,3,2,3,3,3,3,3,3,4,0,0,neutral or dissatisfied
143,14070,1,0,8.0,1,1,0,3,5,5,1,2,3,5,1,1,5,1,3,1,3,0,0,neutral or dissatisfied
144,106007,0,1,2.0,0,0,2,3,3,3,3,5,3,5,5,2,1,3,1,3,5,4,1,neutral or dissatisfied
145,116004,0,0,8.0,1,0,1,3,4,3,3,5,3,5,5,2,4,3,4,4,5,1,1,neutral or dissatisfied
149,48415,1,0,8.0,1,1,2,4,5,5,2,2,4,4,3,3,5,3,3,3,4,0,0,neutral or dissatisfied
151,65579,1,0,7.0,0,1,8,1,3,3,3,3,3,4,1,1,1,1,1,1,4,2,2,neutral or dissatisfied
152,73058,1,1,3.0,0,1,3,1,1,1,1,5,1,5,5,4,4,4,4,4,5,0,0,neutral or dissatisfied
153,65585,1,0,4.0,0,0,0,2,4,4,4,2,2,2,2,2,4,2,1,1,2,0,0,neutral or dissatisfied
155,79678,1,0,3.0,1,0,2,4,2,4,4,1,4,1,1,3,4,4,4,4,1,3,3,neutral or dissatisfied
156,112483,0,0,1.0,1,0,2,1,4,1,4,4,1,4,4,5,2,5,4,4,4,4,5,neutral or dissatisfied
157,31698,0,1,2.0,0,0,1,3,4,4,4,5,4,5,5,4,4,4,2,4,5,0,0,neutral or dissatisfied
159,124931,1,0,6.0,1,0,2,2,3,2,3,5,3,4,3,3,2,3,3,3,2,0,1,neutral or dissatisfied
163,58523,1,0,8.0,1,0,2,3,5,2,4,3,5,4,4,4,2,4,4,4,3,3,0,neutral or dissatisfied
166,58896,0,1,2.0,0,0,2,2,2,2,3,5,2,5,5,4,3,3,2,4,5,4,3,neutral or dissatisfied
167,26920,1,0,2.0,1,0,6,2,1,2,3,3,2,5,3,1,4,2,2,2,3,0,0,neutral or dissatisfied
172,12645,1,0,7.0,1,0,2,3,4,4,3,4,4,4,4,4,4,4,3,4,3,0,0,neutral or dissatisfied
175,74610,1,0,1.0,0,1,5,3,5,5,5,3,3,3,3,2,4,3,2,3,3,0,0,neutral or dissatisfied
177,14030,0,1,1.0,0,1,3,4,3,4,3,3,4,3,3,4,5,4,4,3,3,0,1,neutral or dissatisfied
179,47648,1,0,8.0,0,1,8,4,1,1,1,2,4,4,4,4,3,4,2,4,4,0,0,neutral or dissatisfied
181,60251,1,0,8.0,1,0,5,1,5,1,2,4,3,4,1,1,1,1,4,1,3,0,3,neutral or dissatisfied
182,35881,1,0,7.0,1,0,3,2,3,3,3,5,3,3,4,4,3,1,3,4,4,0,0,neutral or dissatisfied
184,55341,1,0,5.0,1,0,4,4,4,4,3,1,4,1,1,4,2,4,5,5,1,0,2,neutral or dissatisfied
185,84553,1,0,8.0,1,0,7,1,4,1,3,3,3,1,5,5,1,5,1,5,2,0,0,neutral or dissatisfied
187,2463,1,0,5.0,0,0,2,3,4,4,4,3,3,3,3,2,5,4,4,4,3,2,3,neutral or dissatisfied
188,22924,0,0,1.0,1,1,2,2,3,2,2,1,2,1,1,1,3,5,3,2,1,0,0,neutral or dissatisfied
190,115972,1,0,2.0,1,0,1,1,5,1,1,2,1,2,2,3,5,5,3,4,2,4,3,neutral or dissatisfied
191,2980,0,0,1.0,1,0,1,2,4,2,3,2,2,2,2,3,4,2,2,1,2,0,0,neutral or dissatisfied
192,125097,0,0,3.0,0,0,0,1,5,5,5,1,1,1,1,2,5,3,4,4,1,0,0,neutral or dissatisfied
193,46701,1,0,5.0,1,0,0,3,2,3,3,2,3,2,2,3,3,3,4,3,2,1,1,neutral or dissatisfied
195,19578,0,0,7.0,1,0,0,2,5,0,1,2,0,5,2,5,5,4,4,4,2,0,0,neutral or dissatisfied
197,56446,1,0,8.0,1,0,2,1,5,2,2,3,5,5,3,3,2,3,3,3,3,0,3,neutral or dissatisfied
198,48800,1,0,8.0,0,1,0,3,4,4,4,5,3,4,2,2,2,3,4,2,2,0,0,neutral or dissatisfied
199,129592,1,0,1.0,1,1,0,2,3,2,3,1,2,1,1,4,5,2,5,5,1,0,3,neutral or dissatisfied
202,106799,0,0,8.0,0,0,2,2,4,2,4,2,2,2,2,3,2,3,2,3,2,3,3,neutral or dissatisfied
204,61824,1,0,1.0,1,0,4,2,5,2,2,2,2,2,2,5,2,4,3,5,2,0,0,neutral or dissatisfied
205,68207,0,0,2.0,0,0,1,2,2,2,2,2,1,1,2,3,5,4,3,4,2,0,1,neutral or dissatisfied
206,125512,0,0,7.0,1,0,1,2,5,2,4,4,2,4,4,4,5,5,4,5,4,0,0,neutral or dissatisfied
208,87296,1,0,7.0,1,0,1,2,5,2,2,3,4,5,1,1,2,1,4,1,3,3,0,neutral or dissatisfied
209,76748,1,0,5.0,0,1,8,4,3,3,3,3,3,4,3,3,3,4,4,3,3,1,0,neutral or dissatisfied
211,63961,1,0,7.0,1,0,3,4,2,4,3,4,3,3,1,1,4,2,3,1,1,0,0,neutral or dissatisfied
212,94760,1,0,8.0,0,1,6,2,4,3,4,5,3,3,2,2,3,2,4,2,4,0,0,neutral or dissatisfied
214,80520,0,0,2.0,1,0,6,2,1,1,4,3,1,3,3,1,1,4,2,3,3,4,4,neutral or dissatisfied
216,13560,0,0,6.0,1,0,0,1,4,1,2,2,1,1,2,4,3,5,4,5,2,3,4,neutral or dissatisfied
217,119121,0,0,3.0,1,0,3,1,4,1,4,1,1,1,1,3,3,3,4,3,1,0,0,neutral or dissatisfied
219,52954,0,0,7.0,1,2,5,2,3,2,5,4,2,4,4,4,3,4,3,1,4,3,1,neutral or dissatisfied
220,83112,1,0,1.0,1,0,3,2,5,2,3,3,2,3,3,4,4,4,3,5,3,0,0,neutral or dissatisfied
221,88574,1,0,2.0,1,0,1,2,0,2,3,5,2,1,5,3,4,3,3,1,5,1,0,neutral or dissatisfied
223,28662,1,0,1.0,1,0,7,2,4,2,3,1,2,1,1,4,4,5,4,4,1,0,0,neutral or dissatisfied
224,27177,1,0,4.0,1,0,8,2,3,2,3,2,3,2,4,5,3,3,2,3,2,0,0,neutral or dissatisfied
226,35759,1,0,8.0,1,0,6,2,2,2,4,2,3,4,5,5,2,5,3,5,2,0,0,neutral or dissatisfied
227,49475,1,0,6.0,0,1,8,3,3,3,3,2,4,3,2,2,2,3,1,2,2,0,0,neutral or dissatisfied
228,78904,1,1,7.0,0,1,2,2,2,2,2,3,2,3,3,3,5,5,4,4,3,2,1,neutral or dissatisfied
229,29619,1,1,4.0,0,0,5,1,1,1,1,3,1,3,3,1,5,1,3,2,3,0,0,neutral or dissatisfied
233,35366,0,0,4.0,0,1,7,2,4,2,4,1,3,2,2,2,2,2,4,2,3,0,2,neutral or dissatisfied
234,111817,1,1,5.0,0,1,0,3,3,3,5,4,3,4,4,5,4,4,5,5,4,3,3,neutral or dissatisfied
236,19790,1,0,8.0,1,0,1,2,4,3,4,2,4,4,3,3,3,3,4,3,3,4,4,neutral or dissatisfied
237,33260,0,0,3.0,1,2,0,3,5,3,2,1,3,1,1,4,2,4,5,5,1,2,2,neutral or dissatisfied
238,107079,1,0,8.0,1,0,0,2,4,5,1,2,4,5,3,3,5,3,1,3,1,0,0,neutral or dissatisfied
240,23620,1,0,5.0,0,0,2,3,4,4,4,3,3,3,3,2,2,3,3,3,3,0,0,neutral or dissatisfied
242,105291,0,0,3.0,0,1,2,4,4,4,4,4,4,4,4,4,2,4,3,3,4,0,1,neutral or dissatisfied
243,56451,0,0,8.0,1,0,2,3,3,3,4,1,3,1,1,2,2,3,1,5,1,3,2,neutral or dissatisfied
244,102068,0,0,8.0,1,1,0,1,4,1,1,5,5,4,4,4,1,4,5,4,3,4,3,neutral or dissatisfied
247,18770,1,0,3.0,0,1,1,3,1,1,1,3,3,3,3,3,4,3,4,4,3,4,4,neutral or dissatisfied
249,13776,0,1,2.0,0,0,2,2,2,2,5,5,2,5,5,2,5,5,1,4,5,1,1,neutral or dissatisfied
250,103702,1,0,2.0,1,0,1,2,2,2,4,1,2,1,1,3,2,4,4,3,1,0,0,neutral or dissatisfied
251,69826,1,1,2.0,0,0,3,3,3,3,4,4,3,4,4,3,5,4,2,4,4,0,0,neutral or dissatisfied
252,57906,0,0,,0,0,0,4,3,3,3,4,4,4,4,2,3,3,1,3,4,0,0,neutral or dissatisfied
255,104375,0,0,8.0,0,1,8,2,4,4,4,3,3,4,2,2,2,2,4,2,1,0,0,neutral or dissatisfied
256,109896,1,1,2.0,0,0,2,2,2,2,3,4,2,3,4,1,4,4,1,4,4,1,0,neutral or dissatisfied
257,102955,1,0,1.0,1,0,2,3,4,3,3,1,3,1,1,5,2,4,4,4,1,0,0,neutral or dissatisfied
258,44736,1,0,,0,2,0,2,5,3,5,2,3,4,3,3,2,3,4,3,3,3,3,neutral or dissatisfied
261,8818,1,0,8.0,1,0,1,4,4,4,1,4,5,4,5,5,4,5,4,5,5,0,0,neutral or dissatisfied
262,86148,1,1,4.0,0,1,0,3,3,3,4,4,3,4,4,4,5,5,5,5,4,2,0,neutral or dissatisfied
263,120162,1,0,7.0,1,1,0,4,0,4,1,5,5,4,4,4,4,4,3,4,3,2,4,neutral or dissatisfied
265,112385,1,0,5.0,0,0,2,4,2,3,3,4,4,4,4,1,2,3,1,3,4,3,1,neutral or dissatisfied
266,19908,1,0,5.0,0,1,6,2,4,3,3,4,4,3,2,2,2,2,1,2,4,0,0,neutral or dissatisfied
271,23518,1,0,8.0,1,0,0,2,3,2,3,2,3,5,2,2,2,2,5,2,3,0,0,neutral or dissatisfied
272,109188,1,0,8.0,0,1,5,3,1,1,1,2,2,2,3,3,3,3,2,3,2,2,2,neutral or dissatisfied
273,1150,1,0,1.0,1,0,0,3,5,3,4,5,3,1,5,5,5,4,3,5,5,0,0,neutral or dissatisfied
274,44586,0,0,8.0,1,0,0,4,1,4,3,5,4,5,5,4,5,3,4,3,5,4,4,neutral or dissatisfied
280,127925,0,0,5.0,0,1,7,4,2,2,2,4,4,3,4,4,4,4,3,4,2,4,4,neutral or dissatisfied
281,128097,1,0,2.0,1,0,8,3,0,3,5,3,3,3,1,1,3,2,3,3,3,0,0,neutral or dissatisfied
282,26149,0,1,2.0,0,0,1,3,5,3,4,3,3,3,5,5,4,1,3,4,3,5,5,neutral or dissatisfied
283,95886,0,0,8.0,1,0,1,2,4,2,3,4,2,4,4,5,3,5,3,4,4,3,2,neutral or dissatisfied
284,125425,1,0,8.0,0,0,2,1,4,4,4,3,3,4,1,1,1,1,4,1,2,2,1,neutral or dissatisfied
285,120078,1,0,2.0,0,1,6,2,5,5,5,2,2,2,2,2,4,3,3,3,2,0,4,neutral or dissatisfied
286,60625,0,0,1.0,1,2,4,2,5,2,3,3,2,3,3,4,2,1,5,5,3,3,2,neutral or dissatisfied
288,37077,1,0,8.0,1,0,3,1,5,1,5,4,4,4,1,1,1,1,4,1,4,3,1,neutral or dissatisfied
289,69252,0,0,2.0,0,0,2,4,2,2,2,4,4,4,4,3,4,3,3,4,4,2,3,neutral or dissatisfied
290,12194,0,0,8.0,0,2,3,2,4,1,4,2,2,2,2,1,2,4,4,3,2,1,0,neutral or dissatisfied
291,80188,1,0,7.0,1,0,7,3,1,3,3,3,4,4,2,4,4,3,4,1,4,4,4,neutral or dissatisfied
293,21262,1,1,2.0,0,2,2,4,3,4,4,1,4,1,1,4,5,3,1,4,1,4,3,neutral or dissatisfied
297,16342,0,0,2.0,0,2,1,2,5,5,5,2,2,1,2,3,4,4,4,4,2,3,4,neutral or dissatisfied
302,75468,0,0,8.0,1,0,7,3,4,3,3,5,3,2,5,4,2,3,1,4,5,0,0,neutral or dissatisfied
304,74740,1,0,8.0,1,0,5,3,5,3,3,4,5,5,1,1,3,1,2,1,5,4,4,neutral or dissatisfied
305,117904,1,1,8.0,0,0,0,3,3,2,2,2,2,2,2,1,5,3,1,3,2,4,4,neutral or dissatisfied
306,59599,1,0,3.0,0,1,8,2,1,1,1,2,3,2,2,2,4,3,3,4,2,3,2,neutral or dissatisfied
310,49058,1,1,5.0,0,1,0,1,1,1,5,4,1,2,4,2,4,5,5,2,4,0,0,neutral or dissatisfied
314,23241,1,0,1.0,1,2,1,2,5,2,3,2,2,2,2,5,5,4,5,4,2,0,0,neutral or dissatisfied
316,64874,1,1,2.0,0,0,0,3,2,3,3,1,3,1,1,4,5,4,3,3,1,0,0,neutral or dissatisfied
318,51774,0,0,8.0,1,0,0,1,4,0,3,1,0,1,1,3,1,3,3,4,1,0,0,neutral or dissatisfied
320,36127,1,0,8.0,0,1,6,3,2,4,4,3,4,4,3,3,3,3,1,3,3,0,1,neutral or dissatisfied
322,52648,1,0,3.0,1,0,0,2,2,2,2,5,2,2,5,4,5,3,2,3,5,0,0,neutral or dissatisfied
